Art?Fachbereich?Thema?Link?Abschlussnote
"Master Thesis"?"Lehrstuhl für Wirtschaftsinformatik und BWL"?"Pre-Trained Denoising Autoencoders Long Short-Term Memory Networks as probabilistic Models for Estimation of Distribution Genetic Programming"?"https://github.com/roman91DE/master_thesis"?"offen"
"Forschungsseminar"?"Lehrstuhl für Wirtschaftsinformatik und BWL"?"Analyzing the influence of Selection on Genetic Programming’s Generalization ability in Symbolic Regression: A comparison of epsilon-lexicase Selection and Tournament Selection"?"https://github.com/roman91DE/Analyzing-the-influence-of-Selection-on-Genetic-Programming"?"1.0"
"Bachelor Thesis"?"Lehrstuhl für International Finance"?"Trade deflection on Chinese exports of photovoltaic modules and key components as a reaction to the European Union’s 2013 anti-dumping duties"?"https://github.com/roman91DE/Bachelor_Thesis"?"1.3"
