Profession?Year?Institution?Place?
"Accounting and Consulting"?"since 2018"?"MUT GbR (www.lernfoerderung.de)"?"Wiesbaden, Germany"
"Teacher for IT and Business Education"?"2018-2023"?"Kölner Wirtschaftsfachschule - Wifa-Gruppe - GmbH"?"Mainz/Darmstadt, Germany"
"Research Assistant (Graduate)"?"2018-2019"?"Johannes Gutenberg-Univerity"?"Mainz, Germany"
